date,obj_that_day,id,name,absolute_magniutude_h,estimated_diameter_min_km,estimated_diameter_max_km,estimated_diameter_min_m,estimated_diameter_max_m,estimated_diameter_min_miles,estimated_diameter_max_miles,estimated_diameter_min_feet,estimated_diameter_max_feet,is_potentially_hazardous,is_sentry_object,close_approach_date,epoch_date_close_approach,relative_velocity_km/sec,relative_velocity_km/hr,relative_velocity_mph,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,oribiting_body,avg_diameter_km,diameter_uncertainty_km,estimated_volume,cross_section_area_km2,diameter_uncertainty_ratio,size_category,kenetic_energy,momentum,velocity_per_au,velocity_distance_ratio,velocity_category,lunar_distance_ratio,earth_radii_distance,close_approach_score,impact_potential,destruction_potential,hazard_index,proximity_level,approach_datetime,approach_year,approach_month,approach_day,approach_hour,day_of_week,day_of_year,month_sin,month_cos,hour_sin,hour_cos,brightness_size_ratio,apparent_density_inverse,brightness_category,size_velocity_product,size_squared_velocity,escape_velocity_ratio,threat_score,size_percentile,velocity_percentile,distance_percentile,size_zscore,velocity_zscore,distance_zscore,log_diameter,log_velocity,log_distance
2020-01-01,0,3564720,(2011 HS60),21.34,0.1434019235,0.320656449,143.4019234645,320.6564489709,0.0891057966,0.1992466184,470.4787665793,1052.0225040417,false,false,2020-Jan-01 21:59,1577915940000,17.7744325058,63987.9570207774,39759.6280721603,0.1988779776,77.3635332864,29751721.838867713,18486862.703457944,Earth,0.23202918625000002,0.1772545255,0.006540733782430493,0.04228390760753158,0.7639320223664319,medium,2.066416973121318,0.11625783115421674,89.37355820034244,0.5974253390127977,medium,0.00020125789096357962,4669.866871584949,5.0282088146093455,20.73727398149247,10.390376038906973,5.716952925787883e-7,moderate,2020-01-01T21:59:00.000,2020,1,1,21,3,1,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,91.9711883875126,152.88804486832464,bright,4.124187110376322,0.9569317791633573,1.5870029023035714,20.63352431266706,0.865079365079365,0.7936507936507936,0.5476190476190476,0.49388050133295813,0.6698262596347978,-0.04910344361220396,0.20866255496870817,2.9324959711374565,17.208397598829336
2020-01-01,1,3591759,(2011 YE40),25.2,0.0242412481,0.0542050786,24.2412481101,54.2050786336,0.0150628086,0.0336814639,79.5316564495,177.8381901842,false,false,2020-Jan-01 11:55,1577879700000,12.780286964,46009.0330705321,28588.2239098537,0.0618324065,24.0528061285,9249996.309374155,5747681.183127139,Earth,0.03922316335,0.029963830499999997,0.000031595590188075574,0.0012083009434809742,0.763932022326292,tiny,0.005160688942405784,0.00040380070940054856,206.69237520296093,1.3816531960178373,medium,0.0000625723364425078,1451.890803543267,16.172749155412543,8.107128795785226,0.08346252773463998,2.716594922422688e-8,close,2020-01-01T11:55:00.000,2020,1,1,11,3,1,0.49999999999999994,0.8660254037844387,0.25881904510252146,-0.9659258262890681,642.4775017540751,31649.986407831304,very_dim,0.5012832832488475,0.019661916103493868,1.141097050357143,7.978100970059894,0.3571428571428571,0.5476190476190476,0.21428571428571427,-0.4780378550371215,-0.02341438153615226,-0.9867050949204601,0.03847347572361085,2.6232390900421216,16.040133818610094
2020-01-01,2,3630817,(2013 EC20),29.0,0.0042126461,0.0094197631,4.2126461056,9.4197630572,0.0026176161,0.0058531676,13.821017849,30.9047354285,false,true,2020-Jan-01 03:23,1577848980000,2.7937013765,10057.3249552683,6249.230609011,0.1620186932,63.0252716548,24237651.402903482,15060578.213472718,Earth,0.0068162046,0.005207117000000001,1.6581601605316658e-7,0.000036490105370333205,0.763932027509855,tiny,1.2941554333487434e-6,4.632404322934776e-7,17.24308054411588,0.11526287469277392,slow,0.00016395752251508846,3804.3715904729997,6.172127303641281,0.11753236492297317,7.987692085327493e-6,1.4960794745932544e-11,moderate,2020-01-01T03:23:00.000,2020,1,1,3,3,1,0.49999999999999994,0.8660254037844387,0.7071067811865476,0.7071067811865476,4254.5671237626875,6030780.522910188,very_dim,0.019042440173525632,0.00012979716830601023,0.24943762290178573,0.11681139015243702,0.023809523809523808,0.023809523809523808,0.46825396825396826,-0.6413985094892338,-1.4096589228379721,-0.3012774149568397,0.00679307930245804,1.3333421590054801,17.003417866410274
2020-01-01,3,3747497,(2016 EF195),25.5,0.0211132445,0.0472106499,21.113244479,47.2106498806,0.0131191578,0.0293353287,69.2691770164,154.8905885541,false,false,2020-Jan-01 08:44,1577868240000,17.548445911,63174.4052794664,39254.1186582329,0.276326262,107.490915918,41337820.22026194,25686130.403177172,Earth,0.0341619472,0.0260974054,0.00002087499949514736,0.0009165900017174969,0.7639320220013688,tiny,0.006428413382012397,0.0003663237995327458,63.506254468856824,0.42451309279240956,medium,0.00027963297585327783,6488.435131103742,3.618910460273226,2.169497312034851,0.02326385243112505,8.693906894605558e-9,far,2020-01-01T08:44:00.000,2020,1,1,8,3,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,746.4445703493154,47904.192775308176,very_dim,0.599489082653638,0.020479714388590014,1.5668255277678573,2.161674405915578,0.2936507936507936,0.7777777777777777,0.6587301587301587,-0.5035510045111554,0.6384569111518688,0.48076146746503867,0.03359138587257472,2.92038600716109,17.53728840691661
2020-01-01,4,3893737,(2019 WE5),23.3,0.058150704,0.130028927,58.1507039646,130.0289270043,0.0361331611,0.0807962044,190.7831555951,426.6041048727,false,false,2020-Jan-01 14:55,1577890500000,5.0028251888,18010.1706796564,11190.8196648121,0.1345974296,52.3584001144,20135488.775634952,12511612.553996257,Earth,0.09408981549999999,0.07187822299999999,0.0004361405562094049,0.006953046202052627,0.7639320219519401,small,0.010915839180520892,0.002181934960461653,37.16880183869425,0.2484580952836712,slow,0.00013620811684287201,3160.4910964738583,7.4295623844513585,3.4972057073588023,0.08109990817031837,1.100407934482589e-8,moderate,2020-01-01T14:55:00.000,2020,1,1,14,3,1,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,247.6357284386428,2292.8388240048657,dim,0.47071489899294466,0.0442894779993473,0.44668082042857143,3.4714146159076207,0.5912698412698413,0.09523809523809523,0.4206349206349206,-0.20145984375365303,-1.1030089873791638,-0.4888808655897582,0.0899227988931656,1.7922302232060119,16.817994476562614
2020-01-01,5,3942362,(2019 YK),24.1,0.040230458,0.0899580388,40.2304579834,89.9580388169,0.0249980399,0.0558973165,131.9896957704,295.1379320721,false,false,2020-Jan-01 02:06,1577844360000,7.3592627845,26493.3460242147,16461.9349226572,0.0361009647,14.0432752683,5400627.424065189,3355794.271066048,Earth,0.0650942484,0.049727580800000004,0.00014441971142878883,0.0033279371444925273,0.7639320219879827,small,0.007821590863122485,0.001062822607666115,203.8522473195848,1.3626681136541903,slow,0.000036532974163111345,847.6891263640227,27.70009079563461,13.269608823919286,0.21665877707479891,4.249224122558392e-8,close,2020-01-01T02:06:00.000,2020,1,1,2,3,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,370.2324028984411,6924.262554651931,dim,0.4790456797351187,0.031183118471624662,0.6570770343303571,12.91194672722671,0.503968253968254,0.2698412698412698,0.15079365079365079,-0.34762397023670777,-0.7759103283493705,-1.1627475757432664,0.06306329139606988,2.123370239535953,15.502025879590365
2020-01-01,6,3972421,(2020 AX),26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656,false,false,2020-Jan-01 22:49,1577918940000,7.3167354067,26340.2474642954,16366.8054313562,0.0496561823,19.3162549147,7428459.104411701,4615830.448579433,Earth,0.023634293049999998,0.0180549933,6.912361950030992e-6,0.0004387075552931121,0.7639320229212441,tiny,0.00037005064964086256,0.000050575923423717614,147.34792462488605,0.9849600440493307,slow,0.00005025040300390219,1165.9800823123057,20.13847931277633,3.482464030893868,0.007452257352471951,4.025512649391209e-9,close,2020-01-01T22:49:00.000,2020,1,1,22,3,1,0.49999999999999994,0.8660254037844387,-0.5000000000000012,0.8660254037844379,1112.7897900038945,144668.35030181202,very_dim,0.17292586877125873,0.004086980658465772,0.6532799470267857,3.4137169624655814,0.18253968253968253,0.26190476190476186,0.1746031746031746,-0.5566199914857353,-0.7818135817501044,-1.0700091216393472,0.02335932713581713,2.11826979882993,15.820829141433519
2020-01-01,7,3976530,(2020 AM1),24.7,0.0305179233,0.0682401509,30.5179232594,68.2401509401,0.0189629525,0.0424024508,100.1244233463,223.8850168104,false,false,2020-Jan-01 07:18,1577863080000,4.1529384619,14950.5784628029,9289.7080454011,0.1596570336,62.1065860704,23884352.157078434,14841048.241857082,Earth,0.0493790371,0.037722227600000005,0.00006304149052768037,0.0019150279419183037,0.7639320208615409,tiny,0.0010872701485980915,0.0002618074307079083,26.01162233982531,0.17387695653571342,slow,0.0001615676016399584,3748.9173060867106,6.26342590396218,1.2844288645494226,0.0068100360133340945,1.7606894396331529e-9,moderate,2020-01-01T07:18:00.000,2020,1,1,7,3,1,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,500.21226517598495,15862.569105356388,dim,0.20506810238417703,0.010126065435654877,0.37079807695535716,1.276434014677195,0.4246031746031746,0.05555555555555555,0.4444444444444444,-0.42684298065437715,-1.2209823252700103,-0.3174347845311711,0.04819859598937934,1.6395671270857626,16.988734122885308
2020-01-01,8,3976542,(2020 AY1),25.3,0.0231502122,0.0517654482,23.150212221,51.7654482198,0.0143848705,0.0321655483,75.9521422633,169.8341531374,false,false,2020-Jan-01 00:54,1577840040000,5.6214222464,20237.1200871248,12574.5594230248,0.0211637905,8.2327145045,3166057.979926235,1967297.203942643,Earth,0.0374578302,0.028615236000000002,0.000027518608657962217,0.0011019835576846447,0.7639320229499038,tiny,0.0008695987128019338,0.00015469371889984446,265.61509604812994,1.7755272588314925,slow,0.00002141705126040583,496.9483566043376,47.25051497745642,9.94936516632754,0.041088987003624594,1.4004215510002311e-8,very_close,2020-01-01T00:54:00.000,2020,1,1,0,3,1,0.49999999999999994,0.8660254037844387,0.0,1.0,675.4262023431352,36339.04651319138,very_dim,0.21056627998815375,0.007887355961641921,0.5019127005714286,9.500463379138768,0.32936507936507936,0.12698412698412698,0.1111111111111111,-0.48693674557895644,-1.0171411212451453,-1.264940730059649,0.03677332670630048,1.8903101877198487,14.967998148411366
2020-01-01,9,3976578,(2020 AE2),22.9,0.0699125232,0.1563291544,69.9125232246,156.3291544087,0.0434416145,0.097138403,229.3718026961,512.8909429502,false,false,2020-Jan-01 15:16,1577891760000,13.2987962609,47875.6665392569,29748.0773560177,0.2371471836,92.2502544204,35476713.54305893,22044207.59216798,Earth,0.11312083880000001,0.0864166312,0.0007579254193210826,0.010050209501996938,0.7639320227529995,small,0.1340451601592386,0.010079495732508279,56.07823824436091,0.3748598709618053,medium,0.00023998505312278876,5568.468614512467,4.2167905383464985,6.343617348628347,0.5652403630706183,6.379204395524878e-8,moderate,2020-01-01T15:16:00.000,2020,1,1,15,3,1,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479,202.4383857379954,1319.3910304469766,dim,1.5043709880633118,0.17017570803610663,1.187392523294643,6.316979967271433,0.6626984126984127,0.5634920634920635,0.5873015873015872,-0.1055261140518061,0.048560236429526796,0.2127165513854733,0.10716763675047816,2.6601753561632915,17.384387110865983
